start_station_name,end_station_name,member_casual,date,avg_temp,value,month,day_of_week,season
W 63 St & Broadway,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Riverside Blvd & W 67 St,W 51 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 25 St & 1 Ave,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Avenue D & E 3 St,Ave D & E 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 53 St & Madison Ave,W 51 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 12 St & Ave C,Ave D & E 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
MacDougal St & Washington Sq,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Johnson St & Gold St,Kosciuszko St & Nostrand Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 42 St & 8 Ave,W 22 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lexington Ave & E 111 St,St Nicholas Ave & W 134 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 43 St & 10 Ave,W 21 St & 6 Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Bank St & Hudson St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 89 St & Columbus Ave,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Hamilton Pl & W 138 St,St Nicholas Ave & W 134 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Bank St & Hudson St,W 22 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Hope St & Union Ave,Kosciuszko St & Nostrand Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
31 St & Newtown Ave,W 51 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 59 St & 10 Ave,W 49 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 59 St & 10 Ave,W 49 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 41 St,W 51 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 44 St & 5 Ave,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 18 St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 48 St & 3 Ave,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Market St & Henry St,Spruce St & Gold St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Forsyth St\t& Grand St,Ave D & E 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
West St & Liberty St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 32 St & Park Ave,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 32 St & Park Ave,W 33 St & 7 Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Lafayette St & E 8 St,W 22 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 54 St & 9 Ave,W 51 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 44 St & Lexington Ave,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
University Pl & E 14 St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
West St & Liberty St,Spruce St & Gold St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 17 St & Broadway,W 22 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 3 St & 1 Ave,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
10 Ave & W 28 St,W 22 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
India St Pier,1 Ave & E 44 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
St Marks Pl & 2 Ave,1 Ave & E 44 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Wythe Ave & Metropolitan Ave,S 4 St & Wythe Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 2 St & Avenue C,4 Ave & E 12 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Graham Ave & Herbert St,S 4 St & Wythe Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
6 Ave & W 33 St,8 Ave & W 49 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Cleveland Pl & Spring St,4 Ave & E 12 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 49 St & 8 Ave,8 Ave & W 49 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Market St & Cherry St,N 12 St & Bedford Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 20 St & 7 Ave,1 Ave & E 44 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 33 St & 1 Ave,1 Ave & E 44 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 42 St & 6 Ave,8 Ave & W 49 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 50 St & 10 Ave,8 Ave & W 49 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Grand Army Plaza & Central Park S,Amsterdam Ave & W 73 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 53 St,4 Ave & E 12 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Greene Av & Myrtle Av,Onderdonk Ave & Dekalb Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 58 St,Amsterdam Ave & W 73 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 65 St & 2 Ave,Amsterdam Ave & W 73 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Madison St & Montgomery St,N 12 St & Bedford Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 26 St & 8 Ave,4 Ave & E 12 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Milton St & Franklin St,S 4 St & Wythe Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Stagg St & Union Ave,N 12 St & Bedford Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 22 St & 8 Ave,8 Ave & W 49 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 20 St & Park Ave,Pacific St & Classon Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 153 St,E 149 St & Morris Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 42 St & 8 Ave,8 Ave & W 49 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 44 St & 11 Ave,8 Ave & W 49 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
11 St & 43 Ave,38 St & Northern Blvd,member,2022-01-12,-1.9,1,1,Wednesday,winter
30 St & 4 Ave,45 St & 4 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Metropolitan Ave & Bedford Ave,Union Ave & Jackson St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Graham Ave & Withers St,S 4 St & Wythe Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Driggs Ave & N 9 St,N 12 St & Bedford Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Metropolitan Ave & Bedford Ave,Union Ave & Jackson St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 72 St & Park Ave,Amsterdam Ave & W 73 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 54 St & 11 Ave,8 Ave & W 49 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & Hancock St,Onderdonk Ave & Dekalb Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Fulton St & Waverly Ave,S 4 St & Wythe Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Classon Ave & St Marks Ave,Pacific St & Classon Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Boerum St & Broadway,N 12 St & Bedford Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 17 St & Broadway,Amsterdam Ave & W 73 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 44 St & Lexington Ave,1 Ave & E 44 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Columbus Ave & W 95 St,Amsterdam Ave & W 73 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 38 St,8 Ave & W 49 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 68 St,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park S & 6 Ave,Riverside Blvd & W 67 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 74 St & 1 Ave,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 39 St,1 Ave & E 68 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
2 Ave & E 72 St,Riverside Blvd & W 67 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & E 21 St,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
Crescent St & Broadway,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 5 St & Ave A,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 89 St & York Ave,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 62 St,1 Ave & E 68 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 34 St & 11 Ave,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 74 St & 1 Ave,E 13 St & Avenue A,casual,2022-01-12,-1.9,1,1,Wednesday,winter
S 4 St & Wythe Ave,Milton St & Franklin St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Stanton St & Norfolk St,Madison Ave & E 26 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lexington Ave & E 120 St,Lenox Ave & W 133 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Amsterdam Ave & W 66 St,Riverside Blvd & W 67 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 64 St & Thelonious Monk Circle,Riverside Blvd & W 67 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 42 St & 8 Ave,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
4 Ave & E 12 St,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 30 St,Riverside Blvd & W 67 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Washington St & Gansevoort St,Madison Ave & E 26 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 31 St,Broadway & W 37 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park S & 6 Ave,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & E 21 St,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
4 Ave & E 12 St,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Market St & Cherry St,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 89 St & Columbus Ave,W 74 St & Columbus Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
31 Ave & Crescent St,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 51 St & 2 Ave,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 29 St & 9 Ave,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 25 St & 1 Ave,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 63 St & Broadway,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 74 St & Columbus Ave,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 68 St,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 58 St & 3 Ave,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 26 St & 8 Ave,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 6 St & Avenue D,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 70 St & Amsterdam Ave,Riverside Blvd & W 67 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 49 St & 8 Ave,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 63 St & Broadway,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
46 Ave & 5 St,44 Dr & Jackson Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 118 St & 3 Ave,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 58 St & 1 Ave (NW Corner),1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 68 St & 3 Ave,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 41 St,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Riverside Blvd & W 67 St,W 74 St & Columbus Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
23 Rd & 31 St,18 St & 27 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Prospect Park SW & Greenwood Ave,Prospect Park SW & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 58 St & 1 Ave (NW Corner),1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 41 St,Broadway & W 37 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Amsterdam Ave & W 66 St,W 74 St & Columbus Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 72 St & Park Ave,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 54 St & 11 Ave,Riverside Blvd & W 67 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 27 St & 7 Ave,Madison Ave & E 26 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 27 St & 7 Ave,Madison Ave & E 26 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park West & W 68 St,Riverside Blvd & W 67 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Pearl St & Peck Slip,1 Ave & E 68 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lenox Ave & W 130 St,Lenox Ave & W 133 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 42 St & Dyer Ave,Riverside Blvd & W 67 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lenox Ave & W 130 St,Lenox Ave & W 133 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Flushing Ave & Vanderbilt Ave,Milton St & Franklin St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W Broadway & W Houston St,E 13 St & Avenue A,member,2022-01-12,-1.9,1,1,Wednesday,winter
Grand St & Havemeyer St,Metropolitan Ave & Meeker Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Roosevelt Island Tramway,Vernon Blvd & 10 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Greene Ave & Nostrand Ave,Metropolitan Ave & Meeker Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 11 St & 1 Ave,E 1 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W Broadway & Spring St,Washington St & Gansevoort St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 2 St & 2 Ave,E 1 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 31 St,Washington St & Gansevoort St,member,2022-01-12,-1.9,1,1,Wednesday,winter
South St & Gouverneur Ln,Albany St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
28 St & 41 Ave,24 St & 38 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Wythe Ave & Metropolitan Ave,E 1 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Norfolk St & Broome St,E 1 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Fulton St & Broadway,Albany St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
18 St & 27 Ave,Vernon Blvd & 10 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Fulton St & Broadway,State St & Smith St,member,2022-01-12,-1.9,1,1,Wednesday,winter
MacDougal St & Washington Sq,Washington St & Gansevoort St,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 16 St,Washington St & Gansevoort St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 6 St & Avenue B,E 1 St & 1 Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 21 St & 6 Ave,Washington St & Gansevoort St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Front St & Washington St,State St & Smith St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Wyckoff Ave & Gates Ave,Halsey St & Broadway,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Pier 40 - Hudson River Park,Albany St & Greenwich St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Throop Ave & Myrtle Ave,Halsey St & Broadway,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Hanson Pl & Ashland Pl,State St & Smith St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 13 St & 2 Ave,State St & Smith St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
West End Ave & W 60 St,Washington St & Gansevoort St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 4 St & Ave B,E 1 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Gansevoort St & Hudson St,Washington St & Gansevoort St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Gansevoort St & Hudson St,Washington St & Gansevoort St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Frederick Douglass Blvd & Harlem River Dr,W 155 St & Frederick Douglass Blvd,member,2022-01-12,-1.9,1,1,Wednesday,winter
West St & Chambers St,Washington St & Gansevoort St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Cleveland Pl & Spring St,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 51 St & 2 Ave,W 44 St & 5 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Graham Ave & Herbert St,Suydam St & St. Nicholas Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
4 Ave & 3 St,12 St & 4 Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Greenwich St & W Houston St,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
Prospect Pl & Underhill Ave,Berkeley Pl & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lispenard St & Broadway,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Adelphi St & Myrtle Ave,Cumberland St & Lafayette Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 48 St & 5 Ave,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 39 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
35 St & 30 Ave,31 Ave & 57 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
31 Ave & 61 St,31 Ave & 57 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Cooper Square & Astor Pl,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Ave & Melrose St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Greenwich St & Hubert St,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 41 St & 8 Ave,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park S & 6 Ave,W 44 St & 5 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 68 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Forsyth St & Broome St,1 Ave & E 30 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lexington Ave & E 26 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & E 21 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Park Cir & East Dr,12 St & 4 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Bergen St & Vanderbilt Ave,12 St & 4 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Wyckoff Av & Jefferson St,Suydam St & St. Nicholas Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Little West St & 1 Pl,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
Eastern Pkwy & Franklin Ave,30 St & 4 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 41 St & 8 Ave,W 44 St & 5 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 2 St & Avenue C,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
Carmine St & 6 Ave,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
Vesey Pl & River Terrace,Cumberland St & Lafayette Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Greenwich Ave & 8 Ave,Broadway & W 29 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Stagg St & Union Ave,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 14 St & 1 Ave,1 Ave & E 30 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 12 St & Ave C,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 33 St & 7 Ave,1 Ave & E 30 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Vesey Pl & River Terrace,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
2 Ave & E 72 St,3 Ave & E 71 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Prospect Park West & 8 St,Berkeley Pl & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 29 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & E 21 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lafayette Ave & Ft Greene Pl,Cumberland St & Lafayette Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Duffield St & Willoughby St,Park Ave & St Edwards St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Pulaski St & Marcus Garvey Blvd,Berkeley Pl & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Front St & Washington St,Front St & Gold St,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 68 St,W 44 St & 5 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Watts St & Greenwich St,Park Ave & St Edwards St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Windsor Pl & 8 Ave,Parade Pl & Crooke Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Amsterdam Ave & W 73 St,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 118 St & 1 Ave,E 123 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 56 St & Madison Ave,3 Ave & E 71 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Hanson Pl & Ashland Pl,Berkeley Pl & 7 Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
6 Ave & W 33 St,Broadway & W 29 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Pike St & E Broadway,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
Willoughby Ave & Hall St,Cumberland St & Lafayette Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 22 St & 8 Ave,1 Ave & E 30 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 51 St & 6 Ave,W 36 St & 9 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 40 St & Park Ave,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 14 St & 1 Ave,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 53 St & Madison Ave,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
Amsterdam Ave & W 79 St,E 47 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 23 St & 1 Ave,1 Ave & E 30 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
14 St & 7 Ave,Parade Pl & Crooke Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
10 Ave & W 14 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
King St & Varick St,Pier 40 Dock Station,member,2022-01-12,-1.9,1,1,Wednesday,winter
Washington St & Gansevoort St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 95 St & Broadway,Riverside Dr & W 104 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Parade Pl & Crooke Ave,Berkeley Pl & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 33 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 18 St,1 Ave & E 30 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 18 St,1 Ave & E 30 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 18 St,1 Ave & E 30 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
West End Ave & W 60 St,Broadway & W 29 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
48 Ave & 5 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
11 Ave & W 41 St,W 36 St & 9 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
West Drive & Prospect Park West,Parade Pl & Crooke Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
West Drive & Prospect Park West,Parade Pl & Crooke Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 48 St & 3 Ave,3 Ave & E 71 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 39 St & Lexington Ave,W 44 St & 5 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Gansevoort St & Hudson St,1 Ave & E 30 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
MacDougal St & Prince St,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
West St & Liberty St,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 32 St & Park Ave,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
5 Ave & E 63 St,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 54 St & 9 Ave,W 36 St & 9 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Pleasant Ave & E 120 St,E 123 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Bushwick Ave & Forrest St,Front St & Gold St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 51 St & 1 Ave,Pier 40 - Hudson River Park,member,2022-01-12,-1.9,1,1,Wednesday,winter
Ft. Hamilton Pkwy & E 5 St,Parade Pl & Crooke Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 15 St & 3 Ave,E 9 St & Avenue C,member,2022-01-12,-1.9,1,1,Wednesday,winter
10 Ave & W 28 St,Broadway & W 29 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
